Device,Part Number,Quantity,Ship Date,Order Type,Product Family
8149AM1,IS61WV25616BLL-10TLI,20,11/6/2015,5,SRAM
N502AY2,IS66WVC4M16ALL-7010BLI,20,11/6/2015,5,SRAM
A017AT2,IS62WV51216BLL-55TLI-TR,1000,11/6/2015,3,SRAM
8146AM1,IS64WV10248BLL-10CTLA3,540,11/6/2015,3,SRAM
8146AM1,IS64WV10248BLL-10CTLA3,540,11/6/2015,3,SRAM
8146AM1,IS64WV10248BLL-10CTLA3,540,11/6/2015,3,SRAM
8146AM1,IS61WV51216BLL-10TLI,135,11/6/2015,3,SRAM
8146AM1,IS61WV51216BLL-10TLI,135,11/6/2015,3,SRAM
8130AWL,IS61LV6416-10BLI,-4,11/6/2015,3,SRAM
A012AT2,IS62WV12816ALL-70BLI-TR,125,11/6/2015,3,SRAM
A012AT2,IS62WV12816ALL-70BLI-TR,2375,11/6/2015,3,SRAM
8146AM1,IS61WV102416BLL-10TLI-TR,1500,11/6/2015,3,SRAM
8146AM2,IS62WV102416ALL-35MLI,279,11/6/2015,3,SRAM
8146AM2,IS62WV102416ALL-35MLI,381,11/6/2015,3,SRAM
8149AM1,IS61WV5128BLL-10TLI,1620,11/9/2015,3,SRAM
8142AM7,IS61C1024AL-12KLI-TR,2400,11/9/2015,3,SRAM
8142AM7,IS62C1024AL-35TLI,3744,11/9/2015,3,SRAM
8149AM1,IS61WV5128BLL-10BLI-TR,2492,11/9/2015,3,SRAM
8149AM1,IS61WV5128BLL-10BLI-TR,8,11/9/2015,3,SRAM
8143AM4,IS61LV256AL-10TLI,1872,11/9/2015,3,SRAM
8157AC4,IS62WV1288DBLL-45TLI,1560,11/9/2015,3,SRAM
8132AM1,IS61LV12816L-10BI-TR,10000,11/9/2015,3,SRAM
8132AM1,IS61LV12816L-10BI-TR,7500,11/9/2015,3,SRAM
A012AT1,IS62WV2568BLL-55TLI-TR,1500,11/9/2015,3,SRAM
A015AT1,IS62WV5128BLL-55HLI-TR,2000,11/9/2015,3,SRAM
8146AM1,IS61WV20488BLL-10MLI,220,11/9/2015,3,SRAM
8142AM4,IS64WV6416BLL-15BA3-TR,5000,11/9/2015,3,SRAM
8137AM4,IS62WV6416BLL-55TLI-TR,6000,11/9/2015,3,SRAM
8132AM1,IS61LV12816L-10TLI-TR,1000,11/9/2015,3,SRAM
8132AM1,IS61LV12816L-10TLI-TR,1000,11/9/2015,3,SRAM
8132AM1,IS61LV12816L-10TLI-TR,2000,11/9/2015,3,SRAM
8143AM5,IS65C256AL-25ULA3-TR,1000,11/9/2015,3,SRAM
8143AM5,IS65C256AL-25ULA3-TR,1000,11/9/2015,3,SRAM
8158AC6,IS65WV25616DBLL-45CTLA1,1000,11/9/2015,3,SRAM
8152AM1,IS61WV12816DBLL-10BLI,120,11/9/2015,3,SRAM
8149AM1,IS61WV25616BLL-10BLI-TR,2500,11/9/2015,3,SRAM
A017AT2,IS62WV51216BLL-55TLI,2160,11/9/2015,3,SRAM
8142AM7,IS61C1024AL-12TLI,156,11/9/2015,3,SRAM
N507AP1,IS66WVE4M16TBLL-70BLI,6680,11/9/2015,3,SRAM
N507AP1,IS66WVE4M16TBLL-70BLI,3400,11/9/2015,3,SRAM
N507AP1,IS66WVE4M16TBLL-70BLI,15360,11/9/2015,3,SRAM
8152AM1,IS61WV12816DBLL-10TLI,179,11/9/2015,3,SRAM
8152AM1,IS61WV12816DBLL-10TLI,1148,11/9/2015,3,SRAM
8152AM1,IS61WV12816DBLL-10TLI,1103,11/9/2015,3,SRAM
8166AM1,IS61WV1288EEBLL-10TLI,635,11/9/2015,3,SRAM
8143AM6,IS61C256AL-12TLI,2000,11/9/2015,3,SRAM
A015AT2,IS62WV25616BLL-55TLI,2700,11/9/2015,3,SRAM
8142AM4,IS61WV6416BLL-12BLI-TR,298,11/9/2015,3,SRAM
8142AM4,IS61WV6416BLL-12BLI-TR,2202,11/9/2015,3,SRAM
A012AT1,IS62WV2568BLL-55BLI,1920,11/9/2015,3,SRAM
8143AM5,IS62C256AL-45ULI-TR,1000,11/9/2015,3,SRAM
A017AT2,IS62WV51216BLL-55TLI,4050,11/9/2015,3,SRAM
8166AM1,IS61WV1288EEBLL-10HLI,4457,11/9/2015,3,SRAM
8166AM1,IS61WV1288EEBLL-10HLI,3543,11/9/2015,3,SRAM
N503AY1,IS66WV51216DBLL-55TLI,2700,11/9/2015,3,SRAM
8142AM5,IS63WV1024BLL-12TLI,351,11/9/2015,3,SRAM
8158AC6,IS62WV25616DBLL-45BLI,5,11/9/2015,5,SRAM
A012AT2,IS65WV12816BLL-55TLA3-TR,1000,11/9/2015,3,SRAM
A012AT2,IS65WV12816BLL-55TLA3-TR,1000,11/9/2015,3,SRAM
A012AT2,IS65WV12816BLL-55TLA3-TR,1000,11/9/2015,3,SRAM
8130AWL,IS61LV6416-10TLI,300,11/9/2015,3,SRAM
8158AC7,IS62WV5128DBLL-45BLI,991,11/9/2015,3,SRAM
8158AC7,IS62WV5128DBLL-45BLI,2624,11/9/2015,3,SRAM
8158AC7,IS62WV5128DBLL-45BLI,2597,11/9/2015,3,SRAM
8158AC7,IS62WV5128DBLL-45BLI,991,11/9/2015,3,SRAM
8158AC7,IS62WV5128DBLL-45BLI,2877,11/9/2015,3,SRAM
8137AM2,IS61WV6416LL-20TLI-TR,2000,11/9/2015,3,SRAM
N502AY1,IS67WVE4M16BLL-70BLA1-TR,13731,11/9/2015,3,SRAM
N502AY1,IS67WVE4M16BLL-70BLA1-TR,6269,11/9/2015,3,SRAM
8130AWL,IS61LV6416-8TL-TR,1000,11/9/2015,3,SRAM
A015AT1,IS62WV5128BLL-55QLI,1100,11/9/2015,3,SRAM
8130AWL,IS61LV6416-10TLI,4050,11/9/2015,3,SRAM
8130AWB,IS63LV1024L-10JLI-TR,3000,11/9/2015,3,SRAM
A012AT1,IS62WV2568BLL-55TLI,468,11/9/2015,3,SRAM
8142AM7,IS61C1024AL-12JLI-TR,1000,11/9/2015,3,SRAM
8142AM5,IS63WV1024BLL-12TLI,958,11/9/2015,3,SRAM
8142AM5,IS63WV1024BLL-12TLI,1742,11/9/2015,3,SRAM
8134AM2,IS61LV5128AL-10TLI,1350,11/9/2015,3,SRAM
8160AH2,IS62WV2568DBLL-45TLI,273,11/9/2015,3,SRAM
8160AH2,IS62WV2568DBLL-45TLI,2427,11/9/2015,3,SRAM
8142AM7,IS62C1024AL-35QLI-TR,1000,11/9/2015,3,SRAM
8163AM1,IS61WV51216EDBLL-10TLI,10,11/9/2015,5,SRAM
8149AM1,IS61WV25616BLL-10TLI,1350,11/9/2015,3,SRAM
8134AM1,IS61LV25616AL-10TLI,675,11/10/2015,3,SRAM
8134AM1,IS61LV25616AL-10TLI,675,11/10/2015,3,SRAM
8143AM5,IS62C256AL-45ULI,480,11/10/2015,3,SRAM
8159AM1,IS61WV5128EDBLL-10TLI,270,11/10/2015,3,SRAM
8146AM1,IS61WV102416ALL-20TLI,96,11/10/2015,3,SRAM
8163AM1,IS61WV51216EDBLL-10TLI,2700,11/10/2015,3,SRAM
A015AT2,IS62WV25616BLL-55TLI-TR,1000,11/10/2015,3,SRAM
8149AM1,IS61WV5128BLL-10TLI,270,11/10/2015,3,SRAM
8146AM1,IS61WV51216BLL-10TLI,270,11/10/2015,3,SRAM
A017AT2,IS62WV51216BLL-55TLI,270,11/10/2015,3,SRAM
8143AM6,IS61C256AL-12JLI,160,11/10/2015,3,SRAM
8143AM6,IS61C256AL-12JLI,390,11/10/2015,3,SRAM
8156AM1,IS61WV6416DBLL-10TLI-TR,1000,11/10/2015,3,SRAM
8159AM1,IS61WV5128EDBLL-10TLI,10,11/10/2015,5,SRAM
A015AT1,IS62WV5128BLL-55HLI,468,11/10/2015,3,SRAM
8149AM1,IS61WV25616BLL-10TLI-TR,1000,11/10/2015,3,SRAM
N503AY2,IS66WVE1M16ALL-70BLI-TR,2500,11/10/2015,3,SRAM
8149AM1,IS61WV25616BLL-10TLI,17000,11/10/2015,3,SRAM
8159AM1,IS61WV5128EDBLL-10BLI,16,11/10/2015,5,SRAM
8159AM1,IS61WV25616EDBLL-10TLI,10,11/10/2015,5,SRAM
A017AT4,IS62WV51216BLL-55BLI,624,11/10/2015,3,SRAM
8146AM1,IS61WV51216BLL-10MLI,1161,11/10/2015,3,SRAM
8146AM1,IS61WV51216BLL-10MLI,781,11/10/2015,3,SRAM
8146AM1,IS61WV51216BLL-10MLI,258,11/10/2015,3,SRAM
8159AM1,IS61WV25616EDBLL-10TLI,1350,11/10/2015,3,SRAM
8169AM1,IS62WV12816EALL-55BLI,150,11/10/2015,3,SRAM
8142AM6,IS64C6416AL-15TLA3-TR,4674,11/10/2015,3,SRAM
8142AM6,IS64C6416AL-15TLA3-TR,7326,11/10/2015,3,SRAM
A017AT2,IS62WV51216BLL-55TLI-TR,5000,11/10/2015,3,SRAM
8146AM1,IS61WV102416BLL-10TLI,960,11/10/2015,3,SRAM
8142AM7,IS62C1024AL-35QLI,672,11/10/2015,3,SRAM
8142AM4,IS61WV6416BLL-12TLI,2808,11/10/2015,3,SRAM
8142AM4,IS61WV6416BLL-12TLI,2187,11/10/2015,3,SRAM
N503AY1,IS66WV51216DBLL-55TLI,3238,11/10/2015,3,SRAM
N503AY1,IS66WV51216DBLL-55TLI,1487,11/10/2015,3,SRAM
N503AY1,IS66WV1M16DBLL-70BLI,480,11/10/2015,3,SRAM
8130AWB,IS63LV1024L-12JL,638,11/10/2015,3,SRAM
8132AM1,IS61LV12816L-10TLI-TR,1000,11/10/2015,3,SRAM
8146AM1,IS61WV102416BLL-10MLI,920,11/10/2015,3,SRAM
8149AM1,IS61WV25616BLL-10TLI,1620,11/10/2015,3,SRAM
8149AM3,IS61C5128AL-10TLI,540,11/10/2015,3,SRAM
8149AM3,IS61C5128AL-10TLI,540,11/10/2015,3,SRAM
8149AM3,IS61C5128AL-10TLI,18,11/10/2015,3,SRAM
8149AM3,IS61C5128AL-10TLI,387,11/10/2015,3,SRAM
8149AM1,IS61WV5128BLL-10TLI-TR,5000,11/10/2015,3,SRAM
8146AM1,IS61WV20488BLL-10MLI,880,11/10/2015,3,SRAM
8134AM2,IS61LV5128AL-10TLI-TR,1000,11/10/2015,3,SRAM
8142AM7,IS61C1024AL-12JLI-TR,1000,11/10/2015,3,SRAM
8143AM5,IS62C256AL-45ULI-TR,1000,11/10/2015,3,SRAM
8143AM4,IS61LV256AL-10TLI,2106,11/10/2015,3,SRAM
N502AY2,IS66WVC2M16ALL-7010BLI-TR,-4071,11/10/2015,3,SRAM
N502AY2,IS66WVC2M16ALL-7010BLI-TR,-929,11/10/2015,3,SRAM
8146AM1,IS61WV102416BLL-10TLI,192,11/10/2015,3,SRAM
8132AM1,IS61LV12816L-10LQLI,320,11/11/2015,3,SRAM
8142AM6,IS61C3216AL-12TLI,540,11/11/2015,3,SRAM
8149AM1,IS64WV25616BLL-10BLA3-TR,1087,11/11/2015,3,SRAM
8149AM1,IS64WV25616BLL-10BLA3-TR,8913,11/11/2015,3,SRAM
8130AWL,IS61LV6416-8TL,457,11/11/2015,3,SRAM
8130AWL,IS61LV6416-8TL,83,11/11/2015,3,SRAM
8152AM1,IS64WV12816DBLL-12CTLA3-TR,3000,11/11/2015,3,SRAM
8152AM1,IS64WV12816DBLL-12CTLA3-TR,1000,11/11/2015,3,SRAM
8130AWB,IS63LV1024L-10TLI,1170,11/11/2015,3,SRAM
8130AWB,IS63LV1024L-10TLI,1170,11/11/2015,3,SRAM
8143AM6,IS61C256AL-12JLI-TR,1000,11/11/2015,3,SRAM
8134AM2,IS61LV5128AL-10TLI,135,11/11/2015,3,SRAM
8149AM1,IS61WV5128BLL-10BLI,20,11/11/2015,5,SRAM
8137AM4,IS65WV6416BLL-XDN19-WR,3138,11/11/2015,3,SRAM
A012AT1,IS62WV2568BLL-55HLI,899,11/11/2015,3,SRAM
A012AT1,IS62WV2568BLL-55HLI,3781,11/11/2015,3,SRAM
8142AM5,IS63WV1024BLL-12TLI,702,11/11/2015,3,SRAM
8146AM1,IS61WV20488BLL-10TLI,24,11/11/2015,3,SRAM
8149AM1,IS61WV5128BLL-10TLI,135,11/11/2015,3,SRAM
A012AT2,IS62WV12816BLL-55BLI-TR,2500,11/11/2015,3,SRAM
8149AM1,IS64WV25616BLL-10CTLA3-TR,135,11/11/2015,3,SRAM
8149AM1,IS64WV25616BLL-10CTLA3-TR,6774,11/11/2015,3,SRAM
8149AM1,IS64WV25616BLL-10CTLA3-TR,91,11/11/2015,3,SRAM
A012AT2,IS62WV12816BLL-55TLI-TR,2000,11/11/2015,3,SRAM
A012AT2,IS62WV12816BLL-55TLI-TR,2000,11/11/2015,3,SRAM
8142AM7,IS62C1024AL-35TLI,1560,11/11/2015,3,SRAM
A017AT2,IS62WV51216BLL-55TLI,5400,11/11/2015,3,SRAM
A015AT1,IS62WV5128BLL-55HLI,2340,11/11/2015,3,SRAM
A015AT2,IS62WV25616BLL-55BLI,289,11/11/2015,3,SRAM
A015AT2,IS62WV25616BLL-55BLI,671,11/11/2015,3,SRAM
8134AM2,IS61LV5128AL-10TLI,1350,11/11/2015,3,SRAM
8134AM1,IS61LV25616AL-10TLI,1350,11/11/2015,3,SRAM
8146AM1,IS61WV20488BLL-10TLI,100,11/11/2015,3,SRAM
8146AM1,IS61WV20488BLL-10TLI,100,11/11/2015,3,SRAM
8146AM1,IS61WV20488BLL-10TLI,100,11/11/2015,3,SRAM
8146AM1,IS61WV20488BLL-10TLI,100,11/11/2015,3,SRAM
A017AT4,IS62WV51216BLL-55BLI,1800,11/11/2015,3,SRAM
A017AT4,IS62WV51216BLL-55BLI,1200,11/11/2015,3,SRAM
8152AM1,IS64WV12816DBLL-12CTLA3-TR,1000,11/11/2015,3,SRAM
A015AT2,IS62WV25616BLL-55BLI,30,11/11/2015,5,SRAM
8149AM1,IS64WV25616BLL-10CTLA3-TR,1000,11/11/2015,3,SRAM
8146AM1,IS61WV102416ALL-20TLI,96,11/11/2015,3,SRAM
8142AM7,IS62C1024AL-35TLI,1290,11/11/2015,3,SRAM
8142AM7,IS62C1024AL-35TLI,60,11/11/2015,3,SRAM
8142AM7,IS62C1024AL-35TLI,200,11/11/2015,3,SRAM
8143AM5,IS62C256AL-45TLI,1500,11/11/2015,3,SRAM
8143AM5,IS62C256AL-45ULI-TR,1000,11/11/2015,3,SRAM
8146AM1,IS61WV20488BLL-10TLI,1620,11/11/2015,3,SRAM
8159AM1,IS61WV2568EDBLL-10TLI,1350,11/11/2015,3,SRAM
8163AM1,IS61WV51216EDBLL-10TLI,1350,11/11/2015,3,SRAM
8159AM1,IS61WV2568EDBLL-8TLI,40,11/11/2015,3,SRAM
8146AM1,IS61WV102416BLL-10MLI,21,11/11/2015,3,SRAM
8130AWB,IS63LV1024L-10TL,135,11/11/2015,3,SRAM
8149AM1,IS61WV25616BLL-10TLI,9841,11/11/2015,3,SRAM
8149AM1,IS61WV25616BLL-10TLI,11759,11/11/2015,3,SRAM
8149AM1,IS61WV25616BLL-10TLI,20250,11/11/2015,3,SRAM
A012AT2,IS62WV12816BLL-55TLI-TR,7671,11/11/2015,3,SRAM
A012AT2,IS62WV12816BLL-55TLI-TR,9329,11/11/2015,3,SRAM
8163AM1,IS61WV51216EDBLL-10TLI-TR,1000,11/11/2015,3,SRAM
8134AM2,IS61LV5128AL-10TLI,2840,11/11/2015,3,SRAM
8134AM2,IS61LV5128AL-10TLI,245,11/11/2015,3,SRAM
8134AM2,IS61LV5128AL-10TLI,965,11/11/2015,3,SRAM
8168AM1,IS62WV51216EBLL-45TLI,135,11/12/2015,3,SRAM
8168AM1,IS62WV51216EBLL-45TLI,-135,11/12/2015,3,SRAM
8130AWL,IS61LV6416-10TLI,4900,11/12/2015,3,SRAM
8130AWL,IS61LV6416-10TLI,3076,11/12/2015,3,SRAM
8130AWL,IS61LV6416-10TLI,124,11/12/2015,3,SRAM
8134AM1,IS61LV25616AL-10TL,1350,11/12/2015,3,SRAM
A017AT2,IS62WV51216BLL-55TLI,20,11/12/2015,5,SRAM
8168AM1,IS62WV51216EBLL-45TLI,20,11/12/2015,5,SRAM
8143AM5,IS62C256AL-45ULI-TR,1000,11/12/2015,3,SRAM
WN508AP2,IS66WVH8M8ALL-6XDU31-WB,10567,11/12/2015,5,SRAM
8146AM1,IS61WV51216BLL-10MLI,440,11/12/2015,3,SRAM
8134AM1,IS64LV25616AL-12TLA3,270,11/12/2015,3,SRAM
8146AM1,IS61WV51216BLL-10MLI,220,11/12/2015,3,SRAM
8143AM5,IS62C256AL-45ULI-TR,1000,11/12/2015,3,SRAM
8134AM1,IS64LV25616AL-12TLA3,270,11/12/2015,3,SRAM
8159AM1,IS61WV25616EDBLL-10TLI,135,11/12/2015,3,SRAM
8163AM1,IS61WV51216EDBLL-10TLI,20,11/12/2015,5,SRAM
8134AM1,IS61LV25616AL-10TL,200,11/12/2015,3,SRAM
8143AM5,IS62C256AL-45ULI-TR,1000,11/12/2015,3,SRAM
A012AT2,IS62WV12816BLL-55TLI-TR,1184,11/12/2015,3,SRAM
A012AT2,IS62WV12816BLL-55TLI-TR,816,11/12/2015,3,SRAM
8142AM5,IS63WV1024BLL-12BLI-TR,2500,11/12/2015,3,SRAM
8159AM1,IS61WV25616EDBLL-10BLI,-332,11/12/2015,3,SRAM
8159AM1,IS61WV25616EDBLL-10BLI,-148,11/12/2015,3,SRAM
8137AM3,IS62WV1288BLL-55HLI,-4680,11/12/2015,3,SRAM
A015AT2,IS62WV25616BLL-55TLI,-10800,11/12/2015,3,SRAM
A015AT2,IS62WV25616BLL-55TLI,-5400,11/12/2015,3,SRAM
8149AM1,IS61WV25616BLL-10KLI,-911,11/12/2015,3,SRAM
8149AM1,IS61WV25616BLL-10KLI,-89,11/12/2015,3,SRAM
8142AM5,IS63WV1024BLL-12JLI-TR,-3000,11/12/2015,3,SRAM
8163AM1,IS61WV51216EDBLL-10BLI,-20,11/12/2015,3,SRAM
8163AM1,IS61WV51216EDBLL-10BLI,-20,11/12/2015,3,SRAM
8163AM1,IS61WV51216EDBLL-10BLI,-440,11/12/2015,3,SRAM
8149AM1,IS61WV25616BLL-10BLI,226,11/12/2015,3,SRAM
8149AM1,IS61WV25616BLL-10BLI,1694,11/12/2015,3,SRAM
8149AM1,IS61WV25616BLL-10TLI,675,11/12/2015,3,SRAM
8159AM1,IS61WV5128EDBLL-10TLI,5,11/12/2015,5,SRAM
8159AM1,IS61WV25616EDBLL-10TLI,5,11/12/2015,5,SRAM
A012AT2,IS65WV12816BLL-55BLA3-TR,2781,11/12/2015,3,SRAM
A012AT2,IS65WV12816BLL-55BLA3-TR,7219,11/12/2015,3,SRAM
8142AM6,IS61C6416AL-12TLI-TR,1000,11/12/2015,3,SRAM
8142AM6,IS61C6416AL-12TLI-TR,3000,11/12/2015,3,SRAM
8146AM1,IS64WV102416BLL-10CTLA3,135,11/12/2015,3,SRAM
A012AT1,IS62WV2568BLL-55BLI-TR,3980,11/12/2015,3,SRAM
A012AT1,IS62WV2568BLL-55BLI-TR,1020,11/12/2015,3,SRAM
8143AM4,IS61LV256AL-10TLI-TR,2000,11/12/2015,3,SRAM
8142AM6,IS61C6416AL-12TLI-TR,675,11/12/2015,3,SRAM
8142AM6,IS61C6416AL-12TLI-TR,325,11/12/2015,3,SRAM
N507AP1,IS66WVE1M16EBLL-55BLI-TR,2500,11/12/2015,3,SRAM
N502AY2,IS66WVE4M16ALL-70BLI,960,11/12/2015,3,SRAM
8146AM1,IS61WV102416BLL-10MLI,220,11/12/2015,3,SRAM
8134AM1,IS61LV25616AL-10TLI-TR,2000,11/12/2015,3,SRAM
8146AM1,IS61WV102416BLL-10MLI,220,11/12/2015,3,SRAM
8158AC7,IS62WV5128DBLL-45T2LI-TR,515,11/12/2015,3,SRAM
8158AC7,IS62WV5128DBLL-45T2LI-TR,485,11/12/2015,3,SRAM
8146AM1,IS61WV102416BLL-10MLI,220,11/12/2015,3,SRAM
8146AM1,IS61WV102416BLL-10MLI,220,11/12/2015,3,SRAM
8146AM1,IS61WV102416BLL-10MLI,220,11/12/2015,3,SRAM
8137AM4,IS62WV6416BLL-55BLI-TR,5000,11/12/2015,3,SRAM
8149AM1,IS64WV25616BLL-10CTLA3-TR,2000,11/12/2015,3,SRAM
8142AM7,IS65C1024AL-45QLA3-TR,2000,11/12/2015,3,SRAM
8142AM6,IS61C6416AL-12TLI,40,11/12/2015,3,SRAM
8142AM6,IS61C6416AL-12TLI,250,11/12/2015,3,SRAM
8142AM6,IS61C6416AL-12TLI,790,11/12/2015,3,SRAM
8149AM1,IS61WV25616BLL-10BLI,480,11/12/2015,3,SRAM
8142AM7,IS62C1024AL-35QLI,-252,11/12/2015,3,SRAM
8142AM7,IS62C1024AL-35QLI,-168,11/12/2015,3,SRAM
8149AM1,IS61WV25616BLL-10BLI,480,11/12/2015,3,SRAM
8149AM1,IS61WV25616BLL-10BLI,480,11/12/2015,3,SRAM
8132AM1,IS61LV12816L-10BI-TR,1360,11/12/2015,3,SRAM
8132AM1,IS61LV12816L-10BI-TR,3030,11/12/2015,3,SRAM
8142AM7,IS62C1024AL-35QLI,924,11/12/2015,3,SRAM
8142AM7,IS61C1024AL-12KLI,399,11/12/2015,3,SRAM
8142AM7,IS62C1024AL-35TLI,624,11/12/2015,3,SRAM
8137AM4,IS62WV6416BLL-55TLI,405,11/12/2015,3,SRAM
8146AM1,IS61WV51216BLL-10MLI,880,11/12/2015,3,SRAM
8152AM1,IS64WV12816DBLL-12CTLA3-TR,2000,11/12/2015,3,SRAM
8134AM1,IS61LV25616AL-10LQLI,320,11/12/2015,3,SRAM
A012AT2,IS62WV12816BLL-55B2LI,480,11/12/2015,3,SRAM
N502AY3,IS66WVE4M16BLL-70BLI-TR,1666,11/12/2015,3,SRAM
N502AY3,IS66WVE4M16BLL-70BLI-TR,834,11/12/2015,3,SRAM
8149AM1,IS64WV25616BLL-10CTLA3-TR,11939,11/12/2015,3,SRAM
8149AM1,IS64WV25616BLL-10CTLA3-TR,23891,11/12/2015,3,SRAM
8149AM1,IS64WV25616BLL-10CTLA3-TR,14170,11/12/2015,3,SRAM
8142AM7,IS61C1024AL-12KLI-TR,38,11/12/2015,3,SRAM
8142AM7,IS61C1024AL-12KLI-TR,1562,11/12/2015,3,SRAM
8143AM6,IS61C256AL-12TLI-TR,2000,11/12/2015,3,SRAM
N502AY3,IS66WVE4M16BLL-70BLI-TR,2500,11/12/2015,3,SRAM
8130AWL,IS61LV6416-10TL-TR,1000,11/12/2015,3,SRAM
8134AM1,IS61LV25616AL-10TLI-TR,2000,11/12/2015,3,SRAM
8143AM4,IS61LV256AL-10TLI-TR,2000,11/12/2015,3,SRAM
A017AT4,IS62WV51216BLL-55BLI-TR,2500,11/12/2015,3,SRAM
N507AP1,IS66WVE2M16EBLL-70BLI-TR,2500,11/12/2015,3,SRAM
8130AWL,IS61LV6416-10BLI,1718,11/12/2015,3,SRAM
8130AWL,IS61LV6416-10BLI,202,11/12/2015,3,SRAM
8146AM1,IS61WV51216BLL-10TLI,1350,11/12/2015,3,SRAM
8130AWB,IS63LV1024L-12JL,2200,11/12/2015,3,SRAM
8134AM1,IS61LV25616AL-10TLI,894,11/12/2015,3,SRAM
8134AM1,IS61LV25616AL-10TLI,186,11/12/2015,3,SRAM
A017AT2,IS62WV51216BLL-55TLI-TR,2000,11/12/2015,3,SRAM
8146AM1,IS61WV102416BLL-10TLI,96,11/12/2015,3,SRAM
8130AWB,IS63LV1024L-12BLI,440,11/12/2015,3,SRAM
8130AWB,IS63LV1024L-12BLI,660,11/12/2015,3,SRAM
8146AM1,IS64WV51216BLL-10CTLA3,135,11/12/2015,3,SRAM
8132AM2,IS61LV2568L-10KLI,228,11/12/2015,3,SRAM
8146AM1,IS61WV20488BLL-10TLI,135,11/12/2015,3,SRAM
8149AM3,IS61C5128AL-10KLI-TR,402,11/12/2015,3,SRAM
8149AM3,IS61C5128AL-10KLI-TR,847,11/12/2015,3,SRAM
8149AM3,IS61C5128AL-10KLI-TR,1151,11/12/2015,3,SRAM
8146AM1,IS61WV51216BLL-10MLI,880,11/12/2015,3,SRAM
A015AT1,IS62WV5128BLL-55T2LI,159,11/12/2015,3,SRAM
A015AT1,IS62WV5128BLL-55T2LI,1362,11/12/2015,3,SRAM
8149AM1,IS61WV5128BLL-10BLI,5,11/12/2015,5,SRAM
8149AM1,IS61WV5128BLL-10BLI,-5,11/12/2015,5,SRAM
8149AM1,IS61WV5128BLL-10BLI,5,11/12/2015,5,SRAM
8134AM2,IS61LV5128AL-10TLI-TR,1000,11/12/2015,3,SRAM
8142AM7,IS62C1024AL-35QLI-TR,1000,11/12/2015,3,SRAM
8149AM6,IS61C5128AS-25QLI-TR,1000,11/12/2015,3,SRAM
8142AM7,IS62C1024AL-35TLI-TR,1500,11/12/2015,3,SRAM
8158AC7,IS62WV5128DBLL-45T2LI,234,11/12/2015,3,SRAM
A012AT2,IS62WV12816BLL-55TLI,1620,11/12/2015,3,SRAM
8163AM1,IS64WV10248EDBLL-10CTLA3,270,11/12/2015,3,SRAM
8149AM1,IS61WV25616BLL-10TLI-TR,3000,11/12/2015,3,SRAM
8137AM3,IS62WV1288BLL-55HLI,1872,11/12/2015,3,SRAM
A015AT2,IS62WV25616BLL-55TLI,2835,11/12/2015,3,SRAM
8149AM1,IS61WV25616BLL-10TL,405,11/13/2015,3,SRAM
A012AT1,IS62WV2568BLL-45TLI,1560,11/13/2015,3,SRAM
8146AM1,IS64WV51216BLL-10CTLA3-TR,1000,11/13/2015,3,SRAM
8149AM1,IS64WV25616BLL-10BLA3,-1,11/13/2015,3,SRAM
8142AM7,IS62C1024AL-35QLI,672,11/13/2015,3,SRAM
8146AM1,IS61WV102416BLL-10MLI,40,11/13/2015,3,SRAM
A015AT2,IS62WV25616BLL-55TLI-TR,1000,11/13/2015,3,SRAM
8146AM1,IS64WV10248BLL-10CTLA3,8,11/13/2015,3,SRAM
8146AM1,IS64WV10248BLL-10CTLA3,532,11/13/2015,3,SRAM
8146AM1,IS64WV10248BLL-10CTLA3,540,11/13/2015,3,SRAM
8142AM7,IS61C1024AL-12TLI-TR,1965,11/13/2015,3,SRAM
8142AM7,IS61C1024AL-12TLI-TR,1035,11/13/2015,3,SRAM
8163AM1,IS61WV51216EDBLL-10TLI-TR,2000,11/13/2015,3,SRAM
8152AM1,IS64WV12816DBLL-12CTLA3,-1,11/13/2015,3,SRAM
8143AM5,IS62C256AL-45ULI-TR,1000,11/13/2015,3,SRAM
8142AM7,IS61C1024AL-12JLI-TR,1000,11/13/2015,3,SRAM
8146AM1,IS64WV10248BLL-10CTLA3,675,11/13/2015,3,SRAM
8163AM1,IS61WV51216EDBLL-10TLI,1620,11/13/2015,3,SRAM
8134AM1,IS61LV25616AL-10TLI,1350,11/13/2015,3,SRAM
8130AWL,IS61LV6416-10TL-TR,2000,11/13/2015,3,SRAM
8146AM1,IS61WV102416BLL-10TLI,96,11/13/2015,3,SRAM
8137AM4,IS62WV6416BLL-55TLI-TR,1000,11/13/2015,3,SRAM
8137AM4,IS62WV6416BLL-55TLI-TR,5000,11/13/2015,3,SRAM
8142AM7,IS65C1024AL-45QLA3-TR,566,11/13/2015,3,SRAM
8142AM7,IS65C1024AL-45QLA3-TR,434,11/13/2015,3,SRAM
8134AM1,IS61LV25616AL-10TL,1350,11/13/2015,3,SRAM
8137AM3,IS65WV1288BLL-55HLA1-TR,2000,11/13/2015,3,SRAM
8142AM4,IS61WV6416BLL-12TLI,20000,11/13/2015,3,SRAM
A015AT2,IS62WV25616BLL-55TLI-TR,4000,11/13/2015,3,SRAM
8159AM1,IS61WV25616EDBLL-10TLI,2700,11/13/2015,3,SRAM
